 Nome da IES, Sigla da IES, Categoria Administrativa, Área de Avaliação, Município do Curso, Sigla da UF, CPC (Faixa)
CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Salvador,BA,4
CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,Privada com fins lucrativos,ENGENHARIA AMBIENTAL,Salvador,BA,4
FACULDADE ANHANGUERA DE PRIMAVERA DO LESTE,FIPL,Privada com fins lucrativos,ENFERMAGEM,Primavera do Leste,MT,3
UNIÃO DAS FACULDADES DOS GRANDES LAGOS,UNILAGO,Privada sem fins lucrativos,FARMÁCIA,São José do Rio Preto,SP,4
CENTRO UNIVERSITÁRIO ESTÁCIO DE SERGIPE,,Privada com fins lucrativos,ENFERMAGEM,Aracaju,SE,3
FACULDADE ANHANGUERA DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP,FACISAS,Privada com fins lucrativos,ENFERMAGEM,Sinop,MT,4
UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,NUTRIÇÃO,Cuité,PB,4
CENTRO UNIVERSITÁRIO ALFREDO NASSER,UNIFAN,Privada sem fins lucrativos,BIOMEDICINA,Aparecida de Goiânia,GO,4
CENTRO UNIVERSITÁRIO ALFREDO NASSER,UNIFAN,Privada sem fins lucrativos,ENFERMAGEM,Aparecida de Goiânia,GO,4
CENTRO UNIVERSITÁRIO INTA,UNINTA,Comunitária/Confessional,FARMÁCIA,Sobral,CE,3
FACULDADE DINÂMICA DO VALE DO PIRANGA,FADIP,Privada com fins lucrativos,FARMÁCIA,Ponte Nova,MG,4
FACULDADE ANHANGUERA DE BELO HORIZONTE,,Privada com fins lucrativos,ENGENHARIA CIVIL,Belo Horizonte,MG,3
FACULDADE ANHANGUERA DE IPATINGA,,Privada com fins lucrativos,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Ipatinga,MG,SC
INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,I.T.E.S.,Privada com fins lucrativos,FISIOTERAPIA,Taubaté,SP,3
CENTRO UNIVERSITÁRIO ALFREDO NASSER,UNIFAN,Privada sem fins lucrativos,FISIOTERAPIA,Aparecida de Goiânia,GO,4
CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES,UNIPTAN,Privada com fins lucrativos,ENFERMAGEM,São João del Rei,MG,4
CENTRO UNIVERSITÁRIO REDENTOR,FACREDENTOR,Privada com fins lucrativos,ENFERMAGEM,Itaperuna,RJ,3
FACULDADE ANHANGUERA DE BRASÍLIA,Anhanguera DF,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Brasília,DF,3
FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS,FCT,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Lauro de Freitas,BA,3
CENTRO UNIVERSITÁRIO DO VALE DO ARAGUAIA,UNIVAR,Privada com fins lucrativos,NUTRIÇÃO,Barra do Garças,MT,3
Faculdade Anhanguera De Divinópolis,,Privada com fins lucrativos,ENGENHARIA CIVIL,Divinópolis,MG,3
Faculdade Anhanguera De Divinópolis,,Privada com fins lucrativos,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Divinópolis,MG,4
CENTRO UNIVERSITÁRIO FILADÉLFIA,UNIFIL,Privada sem fins lucrativos,ENGENHARIA CIVIL,Londrina,PR,3
CENTRO UNIVERSITÁRIO FILADÉLFIA,UNIFIL,Privada sem fins lucrativos,AGRONOMIA,Londrina,PR,4
CENTRO UNIVERSITÁRIO FILADÉLFIA,UNIFIL,Privada sem fins lucrativos,MEDICINA VETERINÁRIA,Londrina,PR,3
CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Privada sem fins lucrativos,ENFERMAGEM,Colatina,ES,4
CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,UNIPAM,Privada sem fins lucrativos,ENGENHARIA CIVIL,Patos de Minas,MG,3
Faculdade Anhanguera De Divinópolis,,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Divinópolis,MG,3
FACULDADE ANHANGUERA DE ANÁPOLIS,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Anápolis,GO,4
FACULDADE ANHANGUERA DE ANÁPOLIS,,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Anápolis,GO,3
FACULDADE TRÊS DE MAIO,SETREM,Comunitária/Confessional,AGRONOMIA,Três de Maio,RS,3
Faculdade Anhanguera De Divinópolis,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Divinópolis,MG,3
CENTRO UNIVERSITÁRIO UNIFTEC,,Privada com fins lucrativos,ENGENHARIA DE COMPUTAÇÃO I,Caxias do Sul,RS,4
CENTRO UNIVERSITÁRIO UNIFTEC,,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Caxias do Sul,RS,3
FACULDADES INTEGRADAS DE TRÊS LAGOAS,AEMS,Privada sem fins lucrativos,ENFERMAGEM,Três Lagoas,MS,4
FACULDADE DE MINAS BH,FAMINAS-BH,Privada com fins lucrativos,ENFERMAGEM,Belo Horizonte,MG,4
UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Comunitária/Confessional,ENGENHARIA AMBIENTAL,Santos,SP,2
CENTRO UNIVERSITÁRIO AMPARENSE,UNIFIA,Privada com fins lucrativos,ENGENHARIA CIVIL,Amparo,SP,SC
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Umuarama,PR,3
UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,Comunitária/Confessional,ENGENHARIA MECÂNICA,Joinville,SC,4
CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Privada sem fins lucrativos,FARMÁCIA,Colatina,ES,5
CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Privada sem fins lucrativos,FISIOTERAPIA,Colatina,ES,4
CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Privada sem fins lucrativos,NUTRIÇÃO,Colatina,ES,4
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Paranavaí,PR,4
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Cascavel,PR,4
UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Comunitária/Confessional,ODONTOLOGIA,Chapecó,SC,3
FACULDADE SÃO FRANCISCO DA PARAÍBA,FASP,Privada com fins lucrativos,FARMÁCIA,Cajazeiras,PB,2
Centro Universitário Facid Wyden,UNIFACID WYDEN,Privada com fins lucrativos,FARMÁCIA,Teresina,PI,3
FACULDADE INDEPENDENTE DO NORDESTE,FAINOR,Privada com fins lucrativos,FISIOTERAPIA,Vitória da Conquista,BA,4
FACULDADE UNIRB - ALAGOAS,F. UNIRB,Privada sem fins lucrativos,FISIOTERAPIA,Maceió,AL,4
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,ENGENHARIA CIVIL,Umuarama,PR,3
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,FARMÁCIA,Petrópolis,RJ,3
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Francisco Beltrão,PR,4
FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE,FATEC,Pública Estadual,TECNOLOGIA EM AGRONEGÓCIOS,Presidente Prudente,SP,2
UNIVERSIDADE FEDERAL DO ACRE,UFAC,Pública Federal,NUTRIÇÃO,Rio Branco,AC,3
Universidade Evangélica de Goiás,UniEVANGÉLICA,Privada sem fins lucrativos,ENGENHARIA CIVIL,Anápolis,GO,4
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,ENGENHARIA DE PRODUÇÃO,Carazinho,RS,3
UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Pública Federal,FISIOTERAPIA,Alfenas,MG,4
UNIVERSIDADE POSITIVO,UP,Privada com fins lucrativos,ENFERMAGEM,Curitiba,PR,4
FACULDADE DO NOROESTE DE MINAS,FINOM,Privada com fins lucrativos,ENGENHARIA CIVIL,Paracatu,MG,2
CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Anhanguera SP,Privada com fins lucrativos,ENGENHARIA MECÂNICA,São Paulo,SP,3
CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Privada sem fins lucrativos,MEDICINA VETERINÁRIA,Colatina,ES,5
CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL,UNINASSAU,Privada com fins lucrativos,FARMÁCIA,Cacoal,RO,3
CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM,UNISALESIANO,Privada sem fins lucrativos,FARMÁCIA,Araçatuba,SP,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,Pública Federal,ENGENHARIA AMBIENTAL,Juazeiro do Norte,CE,3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,Pública Federal,AGRONOMIA,Palmas,PR,4
UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,UFRA,Pública Federal,ZOOTECNIA,Parauapebas,PA,4
FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE,FATEC,Pública Estadual,TECNOLOGIA EM AGRONEGÓCIOS,Presidente Prudente,SP,SC
CENTRO UNIVERSITÁRIO CAMPO REAL,,Privada com fins lucrativos,BIOMEDICINA,Guarapuava,PR,4
FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,MEDICINA VETERINÁRIA,Uruguaiana,RS,4
Faculdade Presidente Antônio Carlos de Ubá,,Privada sem fins lucrativos,ENGENHARIA CIVIL,Ubá,MG,4
UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,ENGENHARIA MECÂNICA,Santa Maria,RS,4
UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,ENGENHARIA ELÉTRICA,Santa Maria,RS,5
UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,ENGENHARIA QUÍMICA,Santa Maria,RS,5
CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Salvador,BA,4
FACULDADES INTEGRADAS DE BAURU,FIB,Privada com fins lucrativos,AGRONOMIA,Bauru,SP,3
CENTRO UNIVERSITÁRIO DO NORTE DE SÃO PAULO,UNORTE,Privada sem fins lucrativos,ENGENHARIA DE PRODUÇÃO,São José do Rio Preto,SP,4
CENTRO UNIVERSITÁRIO VALE DO SALGADO,,Privada com fins lucrativos,ENFERMAGEM,Icó,CE,4
FACULDADE ANHANGUERA DE BETIM,,Privada com fins lucrativos,ENGENHARIA AMBIENTAL,Betim,MG,4
Centro Universitário Vértice,UNIVÉRTIX,Privada com fins lucrativos,MEDICINA VETERINÁRIA,Matipó,MG,4
CENTRO UNIVERSITÁRIO ESTÁCIO DE SÃO LUÍS,,Privada com fins lucrativos,BIOMEDICINA,São Luís,MA,3
FACULDADE DE TECNOLOGIA OSWALDO CRUZ,FATEC OSWALDO CRUZ,Privada com fins lucrativos,TECNOLOGIA EM GESTÃO AMBIENTAL,São Paulo,SP,SC
UNIVERSIDADE NOVE DE JULHO,UNINOVE,Privada sem fins lucrativos,NUTRIÇÃO,São Paulo,SP,3
FACULDADE SANTO ANTÔNIO DE PÁDUA,FASAP,Privada com fins lucrativos,ENFERMAGEM,Santo Antônio de Pádua,RJ,SC
FACULDADE HERRERO,FATEC,Privada com fins lucrativos,ENFERMAGEM,Curitiba,PR,3
Centro Universitário Maurício de Nassau de Campina Grande,UNINASSAU CPV,Privada com fins lucrativos,FISIOTERAPIA,Campina Grande,PB,3
CENTRO UNIVERSITÁRIO DA AMAZÔNIA,UNIESAMAZ,Privada com fins lucrativos,BIOMEDICINA,Belém,PA,3
UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Pública Estadual,ENGENHARIA AMBIENTAL,João Monlevade,MG,3
UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Comunitária/Confessional,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Tubarão,SC,3
CENTRO UNIVERSITÁRIO BARRIGA VERDE,UNIBAVE,Comunitária/Confessional,ENGENHARIA DE PRODUÇÃO,Orleans,SC,3
"FACULDADE DE TECNOLOGIA EM HOTELARIA, GASTRONOMIA E TURISMO DE SÃO PAULO",HOTEC,Privada com fins lucrativos,NUTRIÇÃO,São Paulo,SP,SC
UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Pública Federal,ARQUITETURA E URBANISMO,Curitiba,PR,4
FACULDADES OSWALDO CRUZ,FOC,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,São Paulo,SP,4
FACULDADE DE TECNOLOGIA DE MOCOCA,FATEC,Pública Estadual,TECNOLOGIA EM AGRONEGÓCIOS,Mococa,SP,3
UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Pública Federal,ENFERMAGEM,Viçosa,MG,5
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Pública Federal,FARMÁCIA,Macaé,RJ,4
UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Comunitária/Confessional,FISIOTERAPIA,São Luiz Gonzaga,RS,3
UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Pública Estadual,ZOOTECNIA,São Luís,MA,3
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,MEDICINA,Divinópolis,MG,SC
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,Pública Federal,FISIOTERAPIA,Rio de Janeiro,RJ,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,Pública Federal,TECNOLOGIA EM GESTÃO AMBIENTAL,Rio de Janeiro,RJ,3
CENTRO UNIVERSITÁRIO NEWTON PAIVA,NEWTON PAIVA,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Belo Horizonte,MG,4
INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA,IESF,Privada com fins lucrativos,FARMÁCIA,Fortaleza,CE,3
UNIVERSIDADE DE MOGI DAS CRUZES,UMC,Privada com fins lucrativos,ENGENHARIA MECÂNICA,São Paulo,SP,3
UNIVERSIDADE DE MOGI DAS CRUZES,UMC,Privada com fins lucrativos,ENGENHARIA CIVIL,São Paulo,SP,3
UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Pública Estadual,ENGENHARIA DE PRODUÇÃO,São Luís,MA,3
UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,UNIFEI,Pública Federal,ENGENHARIA DE COMPUTAÇÃO I,Itabira,MG,4
UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,UNIFEI,Pública Federal,ENGENHARIA ELÉTRICA,Itabira,MG,4
CENTRO UNIVERSITÁRIO DO NORTE DE SÃO PAULO,UNORTE,Privada sem fins lucrativos,ENGENHARIA CIVIL,São José do Rio Preto,SP,3
CENTRO UNIVERSITÁRIO DO NORTE DE SÃO PAULO,UNORTE,Privada sem fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,São José do Rio Preto,SP,4
UNIVERSIDADE ANHEMBI MORUMBI,UAM,Privada com fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,São Paulo,SP,3
CENTRO UNIVERSITÁRIO DO NORTE DE SÃO PAULO,UNORTE,Privada sem fins lucrativos,ENGENHARIA ELÉTRICA,São José do Rio Preto,SP,3
Centro Universitário FACUNICAMPS,FACUNICAMPS,Privada com fins lucrativos,ENFERMAGEM,Goiânia,GO,4
Centro Universitário Estácio de São Paulo,ESTÁCIO SÃO PAULO,Privada com fins lucrativos,ENGENHARIA CIVIL,São Paulo,SP,SC
CENTRO UNIVERSITÁRIO DE SETE LAGOAS,UNIFEMM,Privada sem fins lucrativos,ENFERMAGEM,Sete Lagoas,MG,3
CENTRO UNIVERSITÁRIO DE SETE LAGOAS,UNIFEMM,Privada sem fins lucrativos,NUTRIÇÃO,Sete Lagoas,MG,3
FACULDADE PROFESSOR MIGUEL ÂNGELO DA SILVA SANTOS,FEMASS,Pública Municipal,ENGENHARIA DE PRODUÇÃO,Macaé,RJ,4
FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Pública Federal,NUTRIÇÃO,Dourados,MS,4
CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Brasília,DF,SC
CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Privada com fins lucrativos,ENFERMAGEM,Brasília,DF,3
CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Privada com fins lucrativos,FISIOTERAPIA,Brasília,DF,3
CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Privada com fins lucrativos,ENGENHARIA CIVIL,Brasília,DF,2
CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Privada com fins lucrativos,FONOAUDIOLOGIA,Brasília,DF,2
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,Pública Federal,TECNOLOGIA EM AGRONEGÓCIOS,Santo Augusto,RS,3
UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Pública Federal,ENGENHARIA DE ALIMENTOS,Montes Claros,MG,3
UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Pública Federal,ENGENHARIA AMBIENTAL,Belo Horizonte,MG,5
UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Pública Federal,ENGENHARIA FLORESTAL,Montes Claros,MG,4
UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,ENGENHARIA DE COMPUTAÇÃO I,Santa Maria,RS,5
UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,ENGENHARIA DE PRODUÇÃO,Santa Maria,RS,4
UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Santa Maria,RS,4
UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,ENGENHARIA AMBIENTAL,Santa Maria,RS,4
UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Pública Federal,ENGENHARIA MECÂNICA,Ouro Preto,MG,4
UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Pública Federal,ENGENHARIA DE COMPUTAÇÃO I,João Monlevade,MG,3
UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Pública Federal,ENGENHARIA ELÉTRICA,João Monlevade,MG,4
UNIVERSIDADE FEDERAL DE CATALÃO,UFCAT,Pública Federal,ENFERMAGEM,Catalão,GO,4
UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Pública Estadual,ENFERMAGEM,Colinas,MA,3
UNIVERSIDADE VILA VELHA,UVV,Privada com fins lucrativos,ENGENHARIA QUÍMICA,Vila Velha,ES,4
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Pública Federal,ENFERMAGEM,Macaé,RJ,4
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Pública Federal,MEDICINA,Macaé,RJ,3
UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Pública Federal,NUTRIÇÃO,Macaé,RJ,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,Pública Federal,ENGENHARIA DE PRODUÇÃO,Cariacica,ES,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,Pública Federal,ENGENHARIA AMBIENTAL,Vitória,ES,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,Pública Federal,ENGENHARIA ELÉTRICA,Formiga,MG,4
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,São Paulo,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENGENHARIA CIVIL,São Paulo,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,São Paulo,SP,3
FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,ENGENHARIA MECÂNICA,Alegrete,RS,4
Faculdade Católica Salesiana de Macaé,FCSMA,Privada sem fins lucrativos,ENGENHARIA DE COMPUTAÇÃO I,Macaé,RJ,SC
UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Pública Federal,ENGENHARIA ELÉTRICA,Macapá,AP,3
UNIVERSIDADE DE BRASÍLIA,UNB,Pública Federal,ENGENHARIA DE PRODUÇÃO,Brasília,DF,5
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,ENGENHARIA DE ALIMENTOS,Sete Lagoas,MG,4
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,AGRONOMIA,Sete Lagoas,MG,4
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,ENGENHARIA DE PRODUÇÃO,São João del Rei,MG,4
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,ARQUITETURA E URBANISMO,São João del Rei,MG,5
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,ZOOTECNIA,São João del Rei,MG,4
UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Pública Federal,FONOAUDIOLOGIA,Florianópolis,SC,4
Centro Universitário Tiradentes de Pernambuco,UNIT PE,Privada com fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Recife,PE,4
CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS,UNIGRAN,Privada sem fins lucrativos,TECNOLOGIA EM AGRONEGÓCIOS,Dourados,MS,3
CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,UNIVAG,Privada sem fins lucrativos,TECNOLOGIA EM RADIOLOGIA,Várzea Grande,MT,SC
FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,Pública Federal,FARMÁCIA,Porto Alegre,RS,4
FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Ribeirão Preto,SP,3
FACULDADE DE TECNOLOGIA DE OURINHOS,FATEC,Pública Estadual,TECNOLOGIA EM AGRONEGÓCIOS,Ourinhos,SP,3
UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Pública Federal,ARQUITETURA E URBANISMO,Goiânia,GO,4
CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ,UNICATÓLICA,Privada sem fins lucrativos,ENGENHARIA DE PRODUÇÃO,Quixadá,CE,4
UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Pública Federal,ENGENHARIA AMBIENTAL,Lavras,MG,4
UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Pública Federal,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Lavras,MG,3
FACULDADE LUSÓFONA DE SÃO PAULO,FL-SP,Privada com fins lucrativos,ENGENHARIA CIVIL,Cotia,SP,SC
Centro Universitário Estácio de São Paulo,ESTÁCIO SÃO PAULO,Privada com fins lucrativos,ENGENHARIA CIVIL,São Paulo,SP,3
UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Pública Federal,ENGENHARIA MECÂNICA,Manaus,AM,4
UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Pública Federal,ARQUITETURA E URBANISMO,Manaus,AM,4
UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Pública Federal,ENGENHARIA QUÍMICA,Manaus,AM,3
UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Pública Federal,NUTRIÇÃO,Lavras,MG,5
UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Pública Federal,ODONTOLOGIA,Patos,PB,4
UNIVERSIDADE SANTO AMARO,UNISA,Privada sem fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,São Paulo,SP,3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",IFMT,Pública Federal,AGRONOMIA,Campo Novo do Parecis,MT,3
FACULDADE MERIDIONAL,IMED,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Passo Fundo,RS,4
UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Comunitária/Confessional,ODONTOLOGIA,Erechim,RS,3
FACULDADE MERIDIONAL,IMED,Privada com fins lucrativos,ODONTOLOGIA,Passo Fundo,RS,4
UNIVERSIDADE VILA VELHA,UVV,Privada com fins lucrativos,ODONTOLOGIA,Vila Velha,ES,5
UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Pública Federal,ENGENHARIA QUÍMICA,Goiânia,GO,5
UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Pública Federal,ENGENHARIA DE PRODUÇÃO,Três Lagoas,MS,3
UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,Pública Federal,FONOAUDIOLOGIA,João Pessoa,PB,4
UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,Pública Federal,ENGENHARIA DE PRODUÇÃO,João Pessoa,PB,4
UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Pública Estadual,NUTRIÇÃO,Limeira,SP,4
UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Pública Estadual,ENGENHARIA DE PRODUÇÃO,Limeira,SP,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,Pública Federal,TECNOLOGIA EM GESTÃO AMBIENTAL,João Pessoa,PB,3
UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,ENGENHARIA CIVIL,Barra do Garças,MT,4
ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE,ESCS,Pública Estadual,ENFERMAGEM,Brasília,DF,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,Pública Federal,TECNOLOGIA EM SEGURANÇA NO TRABALHO,Patos,PB,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,Pública Federal,TECNOLOGIA EM GESTÃO AMBIENTAL,Princesa Isabel,PB,3
