 Nome da IES, Sigla da IES, Categoria Administrativa, Área de Avaliação, Município do Curso, Sigla da UF, CPC (Faixa)
UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,Pública Municipal,ARQUITETURA E URBANISMO,Blumenau,SC,3
UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,Pública Municipal,FISIOTERAPIA,Blumenau,SC,4
UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,Pública Municipal,ENGENHARIA FLORESTAL,Blumenau,SC,3
UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Comunitária/Confessional,AGRONOMIA,Chapecó,SC,5
UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Comunitária/Confessional,ODONTOLOGIA,Itajaí,SC,4
UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Comunitária/Confessional,FONOAUDIOLOGIA,Itajaí,SC,5
UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Comunitária/Confessional,FISIOTERAPIA,Itajaí,SC,4
UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Comunitária/Confessional,ARQUITETURA E URBANISMO,Balneário Camboriú,SC,4
UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Comunitária/Confessional,NUTRIÇÃO,Itajaí,SC,4
Universidade Estadual do Norte do Paraná,UENP,Pública Estadual,AGRONOMIA,Bandeirantes,PR,4
UNIVERSIDADE DE RIO VERDE,FESURV,Pública Municipal,AGRONOMIA,Rio Verde,GO,4
FACULDADE DE MEDICINA DE JUNDIAÍ,FMJ,Pública Municipal,MEDICINA,Jundiaí,SP,4
UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,UVA,Pública Estadual,ENFERMAGEM,Sobral,CE,5
UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,UVA,Pública Estadual,ZOOTECNIA,Sobral,CE,3
CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO,CESEP,Privada sem fins lucrativos,AGRONOMIA,Machado,MG,3
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,ENGENHARIA ELÉTRICA,São João del Rei,MG,4
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Pública Federal,ENGENHARIA MECÂNICA,São João del Rei,MG,4
FACULDADES INTEGRADAS DE ARARAQUARA,FIAR,Privada sem fins lucrativos,ENGENHARIA CIVIL,Araraquara,SP,3
Claretiano - Centro Universitário,CLARETIANOBT,Comunitária/Confessional,FISIOTERAPIA,Batatais,SP,4
CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,UNISAGRADO,Comunitária/Confessional,FARMÁCIA,Bauru,SP,4
CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,UNISAGRADO,Comunitária/Confessional,ENFERMAGEM,Bauru,SP,4
CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,UNISAGRADO,Comunitária/Confessional,NUTRIÇÃO,Bauru,SP,4
CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,UNISAGRADO,Comunitária/Confessional,ODONTOLOGIA,Bauru,SP,4
CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,UNISAGRADO,Comunitária/Confessional,FISIOTERAPIA,Bauru,SP,4
UNIVERSIDADE DE VASSOURAS,UNIVASSOURAS,Privada sem fins lucrativos,MEDICINA,Vassouras,RJ,4
UNIVERSIDADE DE VASSOURAS,UNIVASSOURAS,Privada sem fins lucrativos,ENGENHARIA ELÉTRICA,Vassouras,RJ,4
CENTRO UNIVERSITÁRIO DO TRIÂNGULO,UNITRI,Privada sem fins lucrativos,FISIOTERAPIA,Uberlândia,MG,3
CENTRO UNIVERSITÁRIO DO TRIÂNGULO,UNITRI,Privada sem fins lucrativos,ARQUITETURA E URBANISMO,Uberlândia,MG,3
UNIVERSIDADE DE UBERABA,UNIUBE,Privada sem fins lucrativos,ODONTOLOGIA,Uberaba,MG,4
UNIVERSIDADE DE UBERABA,UNIUBE,Privada sem fins lucrativos,ENGENHARIA CIVIL,Uberaba,MG,4
UNIVERSIDADE DE UBERABA,UNIUBE,Privada sem fins lucrativos,ENGENHARIA ELÉTRICA,Uberaba,MG,3
UNIVERSIDADE DE UBERABA,UNIUBE,Privada sem fins lucrativos,ARQUITETURA E URBANISMO,Uberaba,MG,4
CENTRO UNIVERSITÁRIO DE RIO PRETO,UNIRP,Privada com fins lucrativos,MEDICINA VETERINÁRIA,São José do Rio Preto,SP,3
FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO,FAMERP,Pública Estadual,MEDICINA,São José do Rio Preto,SP,5
FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO,FAMERP,Pública Estadual,ENFERMAGEM,São José do Rio Preto,SP,4
CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,FEBASP,Privada sem fins lucrativos,ARQUITETURA E URBANISMO,São Paulo,SP,5
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Rio de Janeiro,RJ,3
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,FISIOTERAPIA,Rio de Janeiro,RJ,4
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,MEDICINA VETERINÁRIA,Rio de Janeiro,RJ,3
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Rio de Janeiro,RJ,3
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,FISIOTERAPIA,Nova Friburgo,RJ,4
UNIVERSIDADE VEIGA DE ALMEIDA,UVA,Privada com fins lucrativos,ENGENHARIA CIVIL,Rio de Janeiro,RJ,3
UNIVERSIDADE VEIGA DE ALMEIDA,UVA,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Rio de Janeiro,RJ,3
UNIVERSIDADE VEIGA DE ALMEIDA,UVA,Privada com fins lucrativos,FONOAUDIOLOGIA,Rio de Janeiro,RJ,4
UNIVERSIDADE METODISTA DE SÃO PAULO,UMESP,Comunitária/Confessional,ODONTOLOGIA,São Bernardo do Campo,SP,3
UNIVERSIDADE METODISTA DE SÃO PAULO,UMESP,Comunitária/Confessional,MEDICINA VETERINÁRIA,São Bernardo do Campo,SP,3
UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,Privada sem fins lucrativos,MEDICINA,Pouso Alegre,MG,3
UNIVERSIDADE CASTELO BRANCO,UCB,Privada sem fins lucrativos,FISIOTERAPIA,Rio de Janeiro,RJ,3
CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA,ASCES-UNITA,Comunitária/Confessional,ODONTOLOGIA,Caruaru,PE,4
CENTRO UNIVERSITÁRIO DE LAVRAS,UNILAVRAS,Privada sem fins lucrativos,ODONTOLOGIA,Lavras,MG,4
CENTRO UNIVERSITÁRIO DE LAVRAS,UNILAVRAS,Privada sem fins lucrativos,FISIOTERAPIA,Lavras,MG,4
ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES,EMSM,Privada sem fins lucrativos,MEDICINA,Rio de Janeiro,RJ,3
FACULDADE DE ENGENHARIA SOUZA MARQUES,FESM,Privada sem fins lucrativos,ENGENHARIA CIVIL,Rio de Janeiro,RJ,4
FACULDADE DE ENGENHARIA SOUZA MARQUES,FESM,Privada sem fins lucrativos,ENGENHARIA MECÂNICA,Rio de Janeiro,RJ,3
UNIVERSIDADE SÃO JUDAS TADEU,USJT,Privada com fins lucrativos,ARQUITETURA E URBANISMO,São Paulo,SP,3
UNIVERSIDADE SÃO JUDAS TADEU,USJT,Privada com fins lucrativos,ENGENHARIA CIVIL,São Paulo,SP,3
UNIVERSIDADE SÃO JUDAS TADEU,USJT,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,São Paulo,SP,3
UNIVERSIDADE SÃO JUDAS TADEU,USJT,Privada com fins lucrativos,NUTRIÇÃO,São Paulo,SP,4
UNIVERSIDADE SÃO JUDAS TADEU,USJT,Privada com fins lucrativos,ENGENHARIA DE COMPUTAÇÃO I,São Paulo,SP,2
CENTRO UNIVERSITÁRIO MOURA LACERDA,CUML,Privada sem fins lucrativos,ENGENHARIA CIVIL,Ribeirão Preto,SP,3
CENTRO UNIVERSITÁRIO MOURA LACERDA,CUML,Privada sem fins lucrativos,ARQUITETURA E URBANISMO,Ribeirão Preto,SP,4
UNIVERSIDADE DE RIBEIRÃO PRETO,UNAERP,Privada sem fins lucrativos,ODONTOLOGIA,Ribeirão Preto,SP,4
UNIVERSIDADE DE RIBEIRÃO PRETO,UNAERP,Privada sem fins lucrativos,ENGENHARIA QUÍMICA,Ribeirão Preto,SP,4
CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Anhanguera SP,Privada com fins lucrativos,FISIOTERAPIA,Santo André,SP,4
CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Anhanguera SP,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Santo André,SP,3
CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Anhanguera SP,Privada com fins lucrativos,ENFERMAGEM,Santo André,SP,3
CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Anhanguera SP,Privada com fins lucrativos,NUTRIÇÃO,Santo André,SP,4
CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,Anhanguera SP,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Santo André,SP,3
UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Privada com fins lucrativos,ENGENHARIA MECÂNICA,São Paulo,SP,3
UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Privada com fins lucrativos,ENGENHARIA CIVIL,São Paulo,SP,2
Centro Universitário FMABC,FMABC,Privada sem fins lucrativos,MEDICINA,Santo André,SP,4
CENTRO UNIVERSITÁRIO LUSÍADA,UNILUS,Privada sem fins lucrativos,MEDICINA,Santos,SP,3
CENTRO UNIVERSITÁRIO LUSÍADA,UNILUS,Privada sem fins lucrativos,FONOAUDIOLOGIA,Santos,SP,3
UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Comunitária/Confessional,ENGENHARIA CIVIL,Santos,SP,3
UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Comunitária/Confessional,ARQUITETURA E URBANISMO,Santos,SP,4
UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Comunitária/Confessional,ENFERMAGEM,Santos,SP,4
UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Comunitária/Confessional,FARMÁCIA,Santos,SP,5
FACULDADES OSWALDO CRUZ,FOC,Privada com fins lucrativos,FARMÁCIA,São Paulo,SP,3
CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB,UNIFEOB,Comunitária/Confessional,MEDICINA VETERINÁRIA,São João da Boa Vista,SP,3
UNIVERSIDADE SANTA ÚRSULA,USU,Privada sem fins lucrativos,ARQUITETURA E URBANISMO,Rio de Janeiro,RJ,4
UNIVERSIDADE SANTA ÚRSULA,USU,Privada sem fins lucrativos,NUTRIÇÃO,Rio de Janeiro,RJ,4
UNIVERSIDADE SANTA ÚRSULA,USU,Privada sem fins lucrativos,ENGENHARIA ELÉTRICA,Rio de Janeiro,RJ,3
UNIVERSIDADE SANTA ÚRSULA,USU,Privada sem fins lucrativos,ENGENHARIA CIVIL,Rio de Janeiro,RJ,3
UNIVERSIDADE SANTA ÚRSULA,USU,Privada sem fins lucrativos,ENGENHARIA MECÂNICA,Rio de Janeiro,RJ,3
FACULDADE DO CLUBE NÁUTICO MOGIANO,FCNM,Privada sem fins lucrativos,FISIOTERAPIA,Mogi das Cruzes,SP,2
UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,Comunitária/Confessional,FISIOTERAPIA,Piracicaba,SP,4
UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,Comunitária/Confessional,NUTRIÇÃO,Piracicaba,SP,4
UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada sem fins lucrativos,ODONTOLOGIA,Presidente Prudente,SP,5
UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada sem fins lucrativos,FISIOTERAPIA,Presidente Prudente,SP,5
UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada sem fins lucrativos,FARMÁCIA,Presidente Prudente,SP,5
UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada sem fins lucrativos,NUTRIÇÃO,Presidente Prudente,SP,5
UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada sem fins lucrativos,ENGENHARIA CIVIL,Presidente Prudente,SP,4
UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada sem fins lucrativos,ENFERMAGEM,Presidente Prudente,SP,5
UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada sem fins lucrativos,AGRONOMIA,Presidente Prudente,SP,5
UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada sem fins lucrativos,ZOOTECNIA,Presidente Prudente,SP,5
UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada sem fins lucrativos,MEDICINA,Presidente Prudente,SP,5
UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada sem fins lucrativos,MEDICINA VETERINÁRIA,Presidente Prudente,SP,4
CENTRO UNIVERSITÁRIO ETEP,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,São José dos Campos,SP,SC
UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,Comunitária/Confessional,ENGENHARIA CIVIL,São José dos Campos,SP,4
UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,Comunitária/Confessional,ARQUITETURA E URBANISMO,São José dos Campos,SP,4
UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,Comunitária/Confessional,ODONTOLOGIA,São José dos Campos,SP,4
CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Privada sem fins lucrativos,ENGENHARIA CIVIL,Rio de Janeiro,RJ,3
CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Privada sem fins lucrativos,FISIOTERAPIA,Rio de Janeiro,RJ,3
FACULDADE DE MEDICINA DE ITAJUBÁ,FMIT,Privada sem fins lucrativos,MEDICINA,Itajubá,MG,2
FACULDADE GUILHERME GUIMBALA,FGG,Privada sem fins lucrativos,FISIOTERAPIA,Joinville,SC,3
Centro Universitário da Região da Campanha,,Comunitária/Confessional,AGRONOMIA,Bagé,RS,3
Centro Universitário da Região da Campanha,,Comunitária/Confessional,MEDICINA VETERINÁRIA,Bagé,RS,3
Centro Universitário da Região da Campanha,,Comunitária/Confessional,ARQUITETURA E URBANISMO,Bagé,RS,3
Centro Universitário da Região da Campanha,,Comunitária/Confessional,FISIOTERAPIA,Bagé,RS,3
Centro Universitário da Região da Campanha,,Comunitária/Confessional,ENFERMAGEM,Bagé,RS,3
FACULDADE DE MEDICINA DE BARBACENA,FAME,Privada sem fins lucrativos,MEDICINA,Barbacena,MG,3
UNIVERSIDADE BRASIL,UB,Privada sem fins lucrativos,ODONTOLOGIA,São Paulo,SP,2
UNIVERSIDADE BRASIL,UB,Privada sem fins lucrativos,MEDICINA VETERINÁRIA,Fernandópolis,SP,2
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ODONTOLOGIA,São Paulo,SP,4
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ARQUITETURA E URBANISMO,São Paulo,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,MEDICINA VETERINÁRIA,São Paulo,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Campinas,SP,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Ribeirão Preto,SP,3
UNIVERSIDADE DE ITAÚNA,UI,Privada sem fins lucrativos,ENGENHARIA MECÂNICA,Itaúna,MG,3
UNIVERSIDADE DE ITAÚNA,UI,Privada sem fins lucrativos,ODONTOLOGIA,Itaúna,MG,3
Escola Superior de Agronomia de Paraguaçu Paulista,ESAPP,Privada sem fins lucrativos,AGRONOMIA,Paraguaçu Paulista,SP,2
UNIVERSIDADE IGUAÇU,UNIG,Privada sem fins lucrativos,MEDICINA,Nova Iguaçu,RJ,3
UNIVERSIDADE IGUAÇU,UNIG,Privada sem fins lucrativos,ODONTOLOGIA,Nova Iguaçu,RJ,3
UNIVERSIDADE IGUAÇU,UNIG,Privada sem fins lucrativos,FISIOTERAPIA,Nova Iguaçu,RJ,3
CENTRO UNIVERSITÁRIO DE LINS,UNILINS,Privada sem fins lucrativos,ENGENHARIA CIVIL,Lins,SP,3
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Comunitária/Confessional,ENFERMAGEM,Belo Horizonte,MG,4
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Comunitária/Confessional,ODONTOLOGIA,Belo Horizonte,MG,4
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Comunitária/Confessional,ENGENHARIA CIVIL,Belo Horizonte,MG,4
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Comunitária/Confessional,ENGENHARIA ELÉTRICA,Belo Horizonte,MG,3
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Comunitária/Confessional,ARQUITETURA E URBANISMO,Belo Horizonte,MG,4
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Comunitária/Confessional,ENGENHARIA MECÂNICA,Belo Horizonte,MG,3
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Comunitária/Confessional,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Belo Horizonte,MG,3
FACUDADE UNINEVES,,Privada com fins lucrativos,ENFERMAGEM,João Pessoa,PB,3
ESCOLA DE ENGENHARIA KENNEDY,EEK,Privada sem fins lucrativos,ENGENHARIA CIVIL,Belo Horizonte,MG,3
FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS,FCMMG,Privada sem fins lucrativos,MEDICINA,Belo Horizonte,MG,4
FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS,FCMMG,Privada sem fins lucrativos,FISIOTERAPIA,Belo Horizonte,MG,4
FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ,FEMPAR,Privada sem fins lucrativos,MEDICINA,Curitiba,PR,3
UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Privada com fins lucrativos,FONOAUDIOLOGIA,Curitiba,PR,4
UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Privada com fins lucrativos,FISIOTERAPIA,Curitiba,PR,4
UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Privada com fins lucrativos,ODONTOLOGIA,Curitiba,PR,4
UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Pública Estadual,MEDICINA,Montes Claros,MG,4
UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Pública Estadual,ENFERMAGEM,Montes Claros,MG,4
UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Pública Estadual,AGRONOMIA,Janaúba,MG,4
UNIVERSIDADE DA AMAZÔNIA,UNAMA,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Belém,PA,3
UNIVERSIDADE DA AMAZÔNIA,UNAMA,Privada com fins lucrativos,ENGENHARIA CIVIL,Belém,PA,3
Universidade Evangélica de Goiás,UniEVANGÉLICA,Privada sem fins lucrativos,ODONTOLOGIA,Anápolis,GO,4
UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Comunitária/Confessional,FISIOTERAPIA,Campo Grande,MS,4
UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Comunitária/Confessional,ENGENHARIA DE COMPUTAÇÃO I,Campo Grande,MS,3
UNIVERSIDADE TIRADENTES,UNIT,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Aracaju,SE,3
UNIVERSIDADE TIRADENTES,UNIT,Privada com fins lucrativos,FISIOTERAPIA,Aracaju,SE,3
UNIVERSIDADE DE PERNAMBUCO,UPE,Pública Estadual,ODONTOLOGIA,Recife,PE,4
UNIVERSIDADE DE PERNAMBUCO,UPE,Pública Estadual,ENFERMAGEM,Recife,PE,3
UNIVERSIDADE DE PERNAMBUCO,UPE,Pública Estadual,ENGENHARIA CIVIL,Recife,PE,4
UNIVERSIDADE DE PERNAMBUCO,UPE,Pública Estadual,MEDICINA,Recife,PE,4
FACULDADE DE CIÊNCIAS HUMANAS ESUDA,FCHE,Privada sem fins lucrativos,ARQUITETURA E URBANISMO,Recife,PE,3
FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO,FCMSCSP,Privada sem fins lucrativos,MEDICINA,São Paulo,SP,5
UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,Privada com fins lucrativos,FISIOTERAPIA,São Paulo,SP,4
UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,Privada com fins lucrativos,ODONTOLOGIA,São Paulo,SP,3
UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,Privada com fins lucrativos,ENFERMAGEM,São Paulo,SP,3
UNIVERSIDADE DE MARÍLIA,UNIMAR,Privada com fins lucrativos,ODONTOLOGIA,Marília,SP,5
UNIVERSIDADE DE MARÍLIA,UNIMAR,Privada com fins lucrativos,MEDICINA VETERINÁRIA,Marília,SP,4
UNIVERSIDADE DE MARÍLIA,UNIMAR,Privada com fins lucrativos,FISIOTERAPIA,Marília,SP,4
UNIVERSIDADE DE MARÍLIA,UNIMAR,Privada com fins lucrativos,NUTRIÇÃO,Marília,SP,4
UNIVERSIDADE DE MARÍLIA,UNIMAR,Privada com fins lucrativos,AGRONOMIA,Marília,SP,3
UNIVERSIDADE DE MARÍLIA,UNIMAR,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Marília,SP,3
UNIVERSIDADE DE MARÍLIA,UNIMAR,Privada com fins lucrativos,ENGENHARIA CIVIL,Marília,SP,3
UNIVERSIDADE DE MARÍLIA,UNIMAR,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Marília,SP,3
UNIVERSIDADE DE MARÍLIA,UNIMAR,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Marília,SP,3
UNIVERSIDADE DE MARÍLIA,UNIMAR,Privada com fins lucrativos,ENFERMAGEM,Marília,SP,4
UNIVERSIDADE DE MARÍLIA,UNIMAR,Privada com fins lucrativos,MEDICINA,Marília,SP,3
UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Comunitária/Confessional,ENGENHARIA CIVIL,Santo Ângelo,RS,3
UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Comunitária/Confessional,ENGENHARIA MECÂNICA,Santo Ângelo,RS,3
UNIVERSIDADE FRANCISCANA,UFN,Comunitária/Confessional,ENFERMAGEM,Santa Maria,RS,4
CENTRO UNIVERSITÁRIO FILADÉLFIA,UNIFIL,Privada sem fins lucrativos,ARQUITETURA E URBANISMO,Londrina,PR,4
CENTRO UNIVERSITÁRIO FILADÉLFIA,UNIFIL,Privada sem fins lucrativos,ENFERMAGEM,Londrina,PR,3
CENTRO UNIVERSITÁRIO FILADÉLFIA,UNIFIL,Privada sem fins lucrativos,NUTRIÇÃO,Londrina,PR,4
FACULDADE DE MEDICINA DE MARÍLIA,FAMEMA,Pública Estadual,MEDICINA,Marília,SP,4
FACULDADE DE MEDICINA DE MARÍLIA,FAMEMA,Pública Estadual,ENFERMAGEM,Marília,SP,4
CENTRO UNIVERSITÁRIO METODISTA,IPA,Comunitária/Confessional,FISIOTERAPIA,Porto Alegre,RS,3
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,ODONTOLOGIA,Umuarama,PR,4
UNIVERSIDADE PARANAENSE,UNIPAR,Privada com fins lucrativos,MEDICINA VETERINÁRIA,Umuarama,PR,4
FACULDADE DOUTOR FRANCISCO MAEDA,FAFRAM,Privada sem fins lucrativos,AGRONOMIA,Ituverava,SP,3
UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Comunitária/Confessional,FISIOTERAPIA,Cruz Alta,RS,4
UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Comunitária/Confessional,AGRONOMIA,Cruz Alta,RS,3
CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Porto Alegre,RS,4
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,ARQUITETURA E URBANISMO,Canoas,RS,4
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,ENFERMAGEM,Canoas,RS,4
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,ENGENHARIA CIVIL,Canoas,RS,4
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,ODONTOLOGIA,Canoas,RS,4
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,FARMÁCIA,Canoas,RS,4
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,ENGENHARIA QUÍMICA,Canoas,RS,3
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,FISIOTERAPIA,Canoas,RS,4
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,MEDICINA VETERINÁRIA,Canoas,RS,4
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,FONOAUDIOLOGIA,Canoas,RS,3
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,ENGENHARIA AMBIENTAL,Canoas,RS,3
UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Comunitária/Confessional,MEDICINA,Canoas,RS,2
Centro Universitário São Lucas Ji-Paraná,UniSL,Comunitária/Confessional,AGRONOMIA,Ji-Paraná,RO,3
CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS,CEULM/ULBRA,Comunitária/Confessional,ARQUITETURA E URBANISMO,Manaus,AM,4
CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS,CEULM/ULBRA,Comunitária/Confessional,ENGENHARIA CIVIL,Manaus,AM,3
CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS,CEULM/ULBRA,Comunitária/Confessional,ENGENHARIA AMBIENTAL,Manaus,AM,4
CENTRO UNIVERSITÁRIO ARMANDO ALVARES PENTEADO,FA-FAAP,Privada sem fins lucrativos,ARQUITETURA E URBANISMO,São Paulo,SP,3
UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Pública Federal,ODONTOLOGIA,Nova Friburgo,RJ,4
UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Privada com fins lucrativos,ODONTOLOGIA,Duque de Caxias,RJ,4
UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Privada com fins lucrativos,ENFERMAGEM,Duque de Caxias,RJ,4
UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Privada com fins lucrativos,FARMÁCIA,Duque de Caxias,RJ,3
